drug_a,drug_b,efek_interaksi,mekanisme_interaksi_farmakokinetik,mekanisme_interaksi_farmakodinamik,manajemen_interaksi
hydrochlorothiazide,succinylcholine,Moderate,Diuretik dapat menyebabkan hipokalemia ? memperpanjang efek blokade neuromuskular dari relaksan otot nondepolarisasi seperti suksinilkolin.,Tidak ada.,Monitor kalium serum & tanda perpanjangan blokade; berikan koreksi kalium bila perlu; sesuaikan dosis relaksan otot.
captopril,sufentanil,Moderate,Tidak ada.,"Efek hipotensi aditif antara ACE inhibitor dan opioid (terutama saat inisiasi atau titrasi dosis); risiko ortostasis, sinkop, takikardia refleks meningkat.",Monitor tekanan darah; edukasi pasien untuk bangun secara perlahan; hindari alkohol; evaluasi bila muncul pusing atau sinkop.
hydrochlorothiazide,sufentanil,Moderate,Tidak ada.,Opioid dapat meningkatkan risiko hipotensi saat digunakan dengan diuretik; opioid juga dapat mengurangi efek diuretik dengan memicu sekresi ADH.,Monitor tekanan darah & efektivitas diuretik; pertimbangkan penyesuaian dosis; edukasi pasien tentang risiko hipotensi & ortostasis.
captopril,sulindac,Moderate,Beberapa NSAID dapat mengurangi bioavailabilitas dan AUC ACE inhibitor tertentu (mis. enalapril) ? menurunkan efek antihipertensi.,"NSAID menghambat sintesis prostaglandin ginjal ? meningkatkan retensi cairan, menurunkan efek antihipertensi, dan memperburuk fungsi ginjal; risiko gagal ginjal akut pada pasien rentan.",Monitor tekanan darah & fungsi ginjal selama penggunaan bersama; evaluasi bila ada penurunan efek antihipertensi; hindari penggunaan jangka panjang bila tidak perlu.
sulindac,hydrochlorothiazide,Moderate,Tidak ada.,NSAID menurunkan efek natriuretik/diuretik HCT dan dapat menyebabkan retensi cairan ? risiko gagal jantung meningkat; dapat meningkatkan risiko hiperkalemia pada kombinasi dengan diuretik hemat kalium.,Hindari dehidrasi; monitor fungsi ginjal & tekanan darah; hentikan salah satu obat bila terjadi penurunan fungsi ginjal atau hiperkalemia.
captopril,tacrolimus,Moderate,Tidak ada.,"ACE inhibitor meningkatkan risiko hiperkalemia dari tacrolimus, terutama pada pasien dengan gangguan ginjal.","Monitor K+ serum & fungsi ginjal secara rutin; edukasi pasien tentang gejala hiperkalemia; waspada pada pasien usia lanjut, CKD, atau dehidrasi."
captopril,tadalafil,Minor,Tidak ada.,"PDE?5 inhibitor meningkatkan cGMP pada otot polos vaskular ? vasodilatasi; berpotensi menambah efek hipotensi ACE inhibitor, namun efek klinis umumnya kecil pada dosis 10?20?mg tadalafil.",Edukasi risiko pusing/ortostasis; anjurkan bangun perlahan; waspadai pada awal terapi/peningkatan dosis; lanjutkan bila toleran.
hydrochlorothiazide,tadalafil,Minor,Tidak ada.,Potensiasi hipotensi melalui vasodilatasi?mediated cGMP; pada uji klinik tidak bermakna secara klinis dengan tiazid.,Sama seperti di atas; monitor tekanan darah (TD) bila ada gejala.
captopril,talazoparib,Moderate,"Talazoparib adalah substrat P?gp/BCRP; paparan ? ~45% bila bersama inhibitor P?gp tertentu (amiodaron, carvedilol, klaritromisin, itrakonazol, verapamil). Captopril bukan inhibitor bermakna ? interaksi PK langsung tidak diharapkan.",Tidak ada.,"Tidak perlu penyesuaian awal kecuali bersama inhibitor kuat yang disebutkan; monitor toksisitas (mielosupresi, MDS/AML); sesuaikan/tunda dosis sesuai label jika efek samping muncul."
hydrochlorothiazide,tapentadol,Moderate,Tidak ada.,"Opioid menurunkan TD (hipotensi, ortostasis); dapat menurunkan efikasi diuretik via peningkatan ADH.",Monitor TD dan respons diuretik; pertimbangkan penyesuaian dosis diuretik; edukasi gejala hipotensi/ortostasis & hindari mengemudi sampai tahu respons.
captopril,taurin (suplemen),Moderate,Tidak ada.,Efek hipotensi aditif (taurin diduga meningkatkan NO/endotel & menekan RAAS/simpatik) ? penurunan TD tambahan (rata?rata kecil namun bervariasi).,Gunakan hati?hati; monitor TD terutama saat mulai/ubah dosis; hentikan/kurangi bila simtom hipotensi.
hydrochlorothiazide,taurin (suplemen),Moderate,Tidak ada.,Potensiasi penurunan TD oleh taurin ditambah efek diuretik/antihipertensi HCT.,"Sama: pantau TD, hidrasi, gejala pusing/sinkop; sesuaikan terapi bila perlu."
captopril,telmisartan,Major,Tidak ada.,"Blokade ganda RAAS (ACEI + ARB) ? hipotensi berat, hiperkalemia, dan penurunan fungsi ginjal/AKI, terutama pada DM/CKD.","Hindari kombinasi (umumnya kontraindikasi); jika sangat perlu: monitor ketat K?, kreatinin/eGFR & TD; hindari suplementasi kalium/diuretik hemat K; edukasi tanda hiperkalemia dan AKI."
captopril,temazepam,Moderate,Tidak ada.,"Efek hipotensi aditif karena sedatif/hipnotik dapat menurunkan tonus vaskular dan menyebabkan ortostasis, terutama awal terapi/dosis naik.",Monitor tekanan darah (TD) saat memulai atau titrasi; hindari alkohol; anjurkan bangun perlahan; edukasi risiko pusing/sinkop; hindari mengemudi sampai respons diketahui.
hydrochlorothiazide,temazepam,Moderate,Tidak ada.,Efek hipotensi aditif dari benzodiazepin dengan diuretik yang menurunkan volume plasma.,Sama seperti di atas; monitor TD; edukasi ortostasis.
captopril,temsirolimus,Moderate,Tidak ada.,Risiko angioedema meningkat akibat kombinasi ACEI dan mTOR inhibitor; onset bisa tertunda.,"Edukasi tanda angioedema (bengkak wajah, lidah, kesulitan napas/menelan); hentikan obat & cari pertolongan medis bila gejala muncul."
captopril,tenecteplase,Moderate,Tidak ada.,Peningkatan risiko angioedema/anafilaktoid saat tissue plasminogen activator digunakan bersama ACEI; mekanisme belum jelas.,Monitor ketat reaksi alergi/angioedema selama terapi; siap intervensi darurat jika terjadi.
captopril,terazosin,Moderate,Tidak ada.,"Efek hipotensi aditif; ACEI dapat meningkatkan risiko hipotensi dosis pertama ?-blocker (postural hypotension, sinkop).","Mulai ?-blocker dengan dosis rendah, titrasi perlahan; pertimbangkan reduksi dosis ACEI; monitor hemodinamik; anjurkan minum ?-blocker sebelum tidur."
hydrochlorothiazide,terazosin,Moderate,Tidak ada.,Efek hipotensi aditif akibat vasodilatasi ?-blocker dan penurunan volume plasma dari diuretik.,Monitor hemodinamik awal terapi; anjurkan minum ?-blocker sebelum tidur; edukasi ortostasis.
hydrochlorothiazide,terbutaline,Moderate,Tidak ada.,Beta-2 agonis dapat memperburuk hipokalemia akibat diuretik; hipokalemia meningkatkan risiko aritmia (termasuk torsades de pointes).,"Monitor K? serum dan status kardiovaskular; waspadai gejala hipokalemia (lemas, kram, palpitasi); koreksi K? bila perlu; hati-hati pada dosis tinggi beta-2 agonis atau penggunaan sistemik/nebulisasi."
captopril,teriflunomide,Major,Tidak ada.,"Peningkatan risiko hepatotoksisitas karena kombinasi dengan agen/hepatotoksin lain; ACE inhibitor tercatat dapat berkontribusi pada risiko hati; manifestasi: kenaikan transaminase, hepatitis, kolestasis, gagal hati.","Hindari bila ALT?>?2?ULN atau ada penyakit hati; cek ALT/AST & bilirubin sebelum terapi, tiap bulan 6?bln pertama lalu tiap 6?8?minggu; hentikan bila ALT?>?3?ULN dan lakukan ?washout? (kolestiramin/arang aktif); edukasi tanda-tanda hepatotoksisitas."
hydrochlorothiazide,teriparatide,Minor,Tidak ada (HCT 25?mg tidak mengubah respons Ca; penurunan ekskresi urin Ca ?15% tidak bermakna klinis).,Tidak ada.,Tidak perlu tindakan khusus; lanjutkan pemantauan klinis rutin.
captopril,tetrabenazine,Moderate,Tidak ada.,"Efek hipotensi/ortostatik aditif dari obat CNS-aktif; peningkatan risiko pusing, sinkop saat inisiasi/titrasi.","Monitor TD dan gejala ortostasis saat mulai/naik dosis; anjurkan bangun perlahan, hindari alkohol; tunda aktivitas berisiko sampai respons stabil."
hydrochlorothiazide,tetrabenazine,Moderate,Tidak ada.,Hipotensi aditif (sedatif/CNS-aktif) + kontribusi penurunan volume oleh diuretik.,"Monitor TD, gejala ortostasis; pertimbangkan penyesuaian dosis; edukasi keselamatan berkendara/mesin."
tetracycline,hydrochlorothiazide,Moderate,Tidak ada.,Efek aditif pada disfungsi ginjal & gangguan elektrolit/asam-basa (tetrasiklin ?BUN/azotemia; tiazid memicu hipovolemia/kelainan elektrolit).,"Pantau fungsi ginjal (Scr/BUN), elektrolit & status asam-basa; waspadai pasien risiko tinggi; sesuaikan dosis/pertimbangkan alternatif bila terjadi penurunan fungsi ginjal."
captopril,thiethylperazine,Moderate,Tidak ada.,"Phenothiazine (blokade ?1 perifer) ? vasodilatasi; efek hipotensi & sinkop aditif dengan ACE inhibitor, terutama awal terapi atau rute parenteral.","Mulai dengan dosis rendah & titrasi lambat pada fenotiazin; monitor hemodinamik; edukasi bangun perlahan, laporkan pusing/sinkop/takikardi."
hydrochlorothiazide,thiethylperazine,Moderate,Tidak ada.,Phenothiazine dapat memperkuat hipotensi diuretik via blokade ?1; risiko ortostasis/sinkop saat titrasi awal.,Monitor TD/hemodinamik; pertimbangkan dosis awal lebih rendah & titrasi lambat; koreksi kelainan elektrolit sebelum memulai; edukasi gejala hipotensi.
captopril,thioguanine,Moderate,Tidak ada.,"Risiko hepatotoksisitas meningkat (potensiasi kerusakan endotel hepatik/veno?occlusive disease; sindrom hipertensi portal, peningkatan ALT/AST).","Nilai fungsi hati (ALT/AST, bilirubin) dasar dan berkala; waspadai gejala hepatitis/kolestasis; pertimbangkan hindari kombinasi dengan hepatotoksin lain; hentikan thioguanine bila ada tanda toksisitas hati."
captopril,thioridazine,Moderate,Tidak ada.,"Efek hipotensi aditif via blokade ?1 perifer oleh thioridazine + vasodilatasi akibat ACE?I ? ortostasis/sinkop, terutama awal terapi/titrasi.",Mulai/naik dosis secara bertahap; monitor TD dan gejala ortostatik; anjurkan bangun perlahan dan hindari mengemudi/mesin sampai stabil. Koreksi faktor risiko hipotensi.
hydrochlorothiazide,thioridazine,Moderate,Tidak ada.,HCTZ dapat menimbulkan hipoK/hipoMg ? menaikkan risiko pemanjangan QT/torsades dari thioridazine; juga hipotensi aditif (blokade ?1).,Periksa & koreksi K+/Mg2+ sebelum dan selama terapi; monitor EKG bila bergejala/berisiko; pantau TD; pertimbangkan alternatif antipsikotik dengan risiko QT lebih rendah pada pasien berisiko.
captopril,thiothixene,Moderate,Tidak ada.,Hipotensi/ortostasis aditif (blokade ?1 oleh antipsikotik + ACE?I).,"Titrasi lambat, monitor hemodinamik terutama minggu awal; edukasi pencegahan ortostasis; tinjau ulang dosis ACE?I bila gejala signifikan."
hydrochlorothiazide,thiothixene,Moderate,Tidak ada.,Hipotensi aditif (blokade ?1) dan potensi memperburuk gejala ortostatik pada pasien deplesi volume oleh diuretik.,Monitor TD/ortostasis; koreksi deplesi volume/elektrolit; pertimbangkan antipsikotik dengan afinitas ?1 lebih rendah bila perlu.
hydrochlorothiazide,tigecycline,Moderate,Tidak ada.,Efek aditif pada disfungsi ginjal & gangguan elektrolit/asam?basa (tetrasiklin/glycylcycline dapat ?BUN/azotemia; diuretik memicu ketidakseimbangan elektrolit).,"Pantau fungsi ginjal (Scr/BUN), elektrolit, status hidrasi; sesuaikan dosis/pertimbangkan alternatif bila terjadi penurunan fungsi ginjal atau gangguan elektrolit."
timolol,hydrochlorothiazide,Moderate,Tidak ada.,Efek metabolik aditif: risiko hiperglikemia/hipertrigliseridemia; juga hipotensi tambahan pada sebagian pasien.,"Monitor glukosa darah, profil lipid, TD, dan K+ (terutama pada diabetes/risiko metabolik); edukasi gejala hipotensi atau gangguan kontrol glikemik; sesuaikan terapi antihipertensi/antidiabetik bila perlu."
hydrochlorothiazide,timolol (ophthalmic),Moderate,Tidak ada.,Risiko hiperglikemia dan hipertrigliseridemia meningkat; risiko QT prolongation dan aritmia (torsades de pointes) meningkat bila terjadi hipokalemia akibat diuretik.,"Monitor K+, tekanan darah, dan glukosa darah secara berkala; edukasi pasien untuk melapor jika mengalami pusing, lemas, sinkop, aritmia, atau gangguan kontrol gula darah."
captopril,timothy grass pollen allergen extract,Major,Tidak ada.,ACE inhibitor dapat meningkatkan risiko reaksi anafilaksis pada imunoterapi alergen dengan menghambat degradasi bradikinin ? vasodilatasi dan peningkatan permeabilitas vaskular ? risiko angioedema.,"Hindari kombinasi bila memungkinkan; jika harus diberikan, lakukan pemantauan ketat terhadap tanda-tanda reaksi sistemik/anafilaksis."
hydrochlorothiazide,timothy grass pollen allergen extract,Moderate,Tidak ada.,Diuretik dapat mempotensiasi efek aritmogeni dan hipertensi dari epinefrin yang digunakan untuk menangani reaksi sistemik imunoterapi alergen.,Pertimbangkan risiko sebelum pemberian; monitor respons terhadap epinefrin bila diperlukan; koreksi gangguan elektrolit sebelum imunoterapi.
captopril,tinzaparin,Moderate,Tidak ada.,Efek aditif peningkatan kalium darah (hiperkalemia) karena ACE inhibitor dan heparin/LMWH.,"Monitor K+ dan fungsi ginjal secara berkala, terutama pada lansia, penderita gagal ginjal, diabetes, atau gagal jantung berat."
hydrochlorothiazide,tirzepatide,Moderate,Tidak ada.,Diuretik dapat mengurangi kontrol glikemik ? risiko hiperglikemia atau diabetes baru.,Monitor glukosa darah saat inisiasi atau penghentian terapi; sesuaikan dosis antidiabetik bila diperlukan; edukasi tanda hiperglikemia.
captopril,tizanidine,Major,Tidak ada.,"Efek hipotensi aditif melalui aktivitas agonis alfa-2 adrenergik tizanidine; risiko bradikardia, sinkop, ortostasis.","Mulai dengan dosis rendah tizanidine (2 mg), titrasi bertahap; monitor tekanan darah dan denyut nadi; edukasi pasien untuk bangun perlahan dan melapor jika gejala hipotensi muncul."
hydrochlorothiazide,tizanidine,Major,Tidak ada.,"Efek hipotensi aditif melalui aktivitas agonis alfa-2 adrenergik tizanidine; risiko bradikardia, sinkop, ortostasis.","Gunakan dosis awal rendah tizanidine, titrasi perlahan; monitor tekanan darah; koreksi gangguan elektrolit untuk meminimalkan risiko hipotensi berat."
captopril,tolazamide,Moderate,Tidak ada.,"ACE inhibitor dapat meningkatkan efek hipoglikemik sulfonilurea dengan meningkatkan sensitivitas insulin, menurunkan resistensi insulin, atau mengurangi degradasi insulin. Risiko hipoglikemia meningkat terutama pada lansia dan pasien dengan gangguan ginjal.",Monitor glukosa darah secara ketat; edukasi tanda hipoglikemia; sesuaikan dosis sulfonilurea bila diperlukan.
hydrochlorothiazide,tolazamide,Moderate,Tidak ada.,Diuretik tiazid dapat menurunkan efek antidiabetik melalui peningkatan glukosa darah dan resistensi insulin.,Monitor glukosa darah; sesuaikan terapi antidiabetik bila kontrol glikemik memburuk; edukasi tanda hiperglikemia.
captopril,tolbutamide,Moderate,Tidak ada.,Mekanisme sama seperti tolazamide: ACE inhibitor meningkatkan sensitivitas insulin dan risiko hipoglikemia pada pengguna sulfonilurea.,Monitor glukosa darah; edukasi tanda hipoglikemia; sesuaikan dosis tolbutamide bila perlu.
hydrochlorothiazide,tolbutamide,Moderate,Tidak ada.,Tiazid dapat menurunkan efek antidiabetik tolbutamide melalui peningkatan resistensi insulin.,Monitor glukosa darah; sesuaikan dosis antidiabetik bila kontrol glikemik menurun.
captopril,tolmetin,Moderate,NSAID dapat menurunkan kadar plasma ACE inhibitor tertentu (misalnya enalapril) dengan mengubah absorpsi/metabolisme.,"NSAID menghambat sintesis prostaglandin ginjal ? retensi natrium & air, peningkatan tekanan darah, penurunan efek antihipertensi, serta risiko gangguan ginjal.",Monitor tekanan darah & fungsi ginjal secara berkala; hindari penggunaan NSAID jangka panjang jika memungkinkan; gunakan dosis NSAID terendah efektif.
hydrochlorothiazide,tolmetin,Moderate,Tidak ada.,"NSAID menghambat prostaglandin ginjal sehingga mengurangi efek diuretik, menahan natrium & air, meningkatkan risiko gagal jantung, dan mengurangi penurunan tekanan darah.",Hindari dehidrasi; monitor fungsi ginjal dan tekanan darah; hentikan salah satu obat bila terjadi gagal ginjal atau hiperkalemia.
hydrochlorothiazide,tolterodine,Minor,Antikolinergik memperlambat motilitas gastrointestinal sehingga meningkatkan absorpsi dan bioavailabilitas tiazid.,Tidak ada.,Perubahan ini umumnya tidak signifikan klinis; monitor bila terjadi efek diuretik berlebihan atau perubahan tekanan darah.
captopril,tolvaptan,Moderate,Tidak ada.,"Efek aditif peningkatan kalium darah (hiperkalemia) karena ACE inhibitor dan tolvaptan; risiko meningkat pada pasien dengan gangguan ginjal, diabetes, atau gagal jantung.",Monitor K+ secara berkala; edukasi tanda hiperkalemia; pertimbangkan alternatif bila risiko tinggi.
hydrochlorothiazide,topiramate,Moderate,Meningkatkan Cmax topiramate sebesar ?27% dan AUC sebesar ?29% melalui mekanisme yang belum jelas; juga meningkatkan risiko hipokalemia.,Efek aditif dalam menurunkan kadar kalium serum.,Monitor kadar topiramate dan kalium serum; sesuaikan dosis bila perlu; observasi efek samping topiramate.
hydrochlorothiazide,toremifene,Moderate,Tidak ada.,Tiazid menurunkan ekskresi kalsium ginjal ? meningkatkan risiko hiperkalsemia pada pengguna toremifene.,Monitor kadar kalsium; hentikan toremifene bila hiperkalsemia berat; edukasi gejala hiperkalsemia.
captopril,torsemide,Moderate,Tidak ada bukti interaksi PK yang signifikan.,Efek aditif penurunan tekanan darah dan risiko hipovolemia; ACE inhibitor dapat mengurangi efek natriuretik loop diuretik.,"Monitor tekanan darah, diuresis, elektrolit, fungsi ginjal; mulai ACE inhibitor dengan dosis rendah atau hentikan diuretik sementara sebelum inisiasi."
hydrochlorothiazide,torsemide,Moderate,Tidak ada.,"Efek aditif/sinergis pada diuresis dan ekskresi elektrolit (Na, K, Mg, Cl) ? meningkatkan risiko dehidrasi, hipotensi, hipokalemia, hipomagnesemia, hiponatremia.","Titrasi dosis perlahan; monitor elektrolit, tekanan darah, status cairan, fungsi ginjal; edukasi tanda deplesi cairan/elektrolit."
